#;Start date;Start time;Completion date;Completion time;Duration;Status;How many years of professional experience do you have in software development or a technically related field?;Which role best describes your current position?;What type of organization do you work for?;What industry do you primarily work in?;Do you work in an environment with industry-specific compliance or regulatory requirements?;How strongly do regulatory requirements influence your willingness to use Agentic AI in software development?;How would you describe your experience with AI-assisted software development?;Which AI-powered development tools have you already tried? (multiple select) - GitHub Copilot;Which AI-powered development tools have you already tried? (multiple select) - Cursor;Which AI-powered development tools have you already tried? (multiple select) - OpenAI Codex;Which AI-powered development tools have you already tried? (multiple select) - Claude Code;Which AI-powered development tools have you already tried? (multiple select) - Windsurf;Which AI-powered development tools have you already tried? (multiple select) - Google Gemini CLI / Antigravity;Which AI-powered development tools have you already tried? (multiple select) - Devin;Which AI-powered development tools have you already tried? (multiple select) - Lovable;Which AI-powered development tools have you already tried? (multiple select) - Amazon Q Developer;How would you rate your ability to assess the potential of AI tools across SDLC phases?;Content block;Phase 1: Requirements Analysis & Planning;Phase 2: System Design / Architecture;Phase 3: Coding  / Implementation);Phase 4: Testing & Quality Assurance;Phase 5: Deployment & Integration;Phase 6: Maintenance & Operations;What do you see as the biggest challenges when using Agentic AI in software development?;How would you describe your typical interaction with AI development tools?;How often do you need to correct or rework AI-generated results?;What strategies do you use to ensure the quality of AI-generated code? - Manual code reviews;What strategies do you use to ensure the quality of AI-generated code? - Automated tests (unit, integration, E2E);What strategies do you use to ensure the quality of AI-generated code? - Static code analysis / linting;What strategies do you use to ensure the quality of AI-generated code? - Optimizing prompts through iteration and examples;What strategies do you use to ensure the quality of AI-generated code? - Providing architecture specs / context files to the AI;What strategies do you use to ensure the quality of AI-generated code? - Pair-programming mode with AI;What strategies do you use to ensure the quality of AI-generated code? - Cross-checking results with a second AI tool;To what extent do you agree with the following statement: "Agentic AI will fundamentally change how software is developed within the next 3 years.";Thinking about your own work: How has the use of AI tools changed your productivity?
"70";"02/11/2026";"09:46 AM";"02/11/2026";"09:51 AM";"4m 9s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Not sure";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"3";"4";"Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Almost always (> 80%)";"0";"1";"1";"1";"1";"0";"0";"10";"8"
"71";"02/11/2026";"09:21 AM";"02/11/2026";"09:25 AM";"3m 59s";"Completed";"2–5 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"3";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"1";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"2";"3";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"1";"0";"0";"0";"0";"0";"8";"7"
"72";"02/11/2026";"09:04 AM";"—";"—";"—";"Incomplete";"6–10 years";"Software Architect";"Large enterprise (> 250 employees)";"Health / Public Service";"Not sure";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"73";"02/11/2026";"09:02 AM";"—";"—";"—";"Incomplete";"2–5 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"2";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"0";"1";"I have limited knowledge and my answers are rough estimates";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"74";"02/11/2026";"08:57 AM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"75";"02/11/2026";"08:40 AM";"02/11/2026";"08:45 AM";"4m 35s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"0";"0";"1";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"4";"5";"5";"5";"5";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"1";"0";"1";"0";"1";"1";"10";"10"
"76";"02/11/2026";"07:50 AM";"02/11/2026";"07:55 AM";"4m 21s";"Completed";"2–5 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"5";"5";"5";"4";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"About half the time (30–60%)";"0";"0";"0";"1";"0";"0";"1";"8";"8"
"77";"02/11/2026";"07:28 AM";"—";"—";"—";"Incomplete";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"78";"02/11/2026";"06:05 AM";"02/11/2026";"06:17 AM";"11m 28s";"Completed";"> 10 years";"Software Developer / Engineer";"Small company  (< 50 employees)";"Banking / Insurance";"Not sure";"—";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"2";"4";"5";"2";"3";"4";"Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"0";"0";"0";"0";"10";"3"
"79";"02/10/2026";"11:40 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"80";"02/10/2026";"11:02 PM";"—";"—";"—";"Incomplete";"< 2 years";"__other__";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"81";"02/10/2026";"09:53 PM";"02/10/2026";"09:56 PM";"2m 37s";"Completed";"> 10 years";"QA / Test Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"1";"I have limited knowledge and my answers are rough estimates";"—";"5";"5";"5";"5";"5";"5";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"1";"1";"0";"0";"0";"0";"6";"7"
"82";"02/10/2026";"08:15 PM";"—";"—";"—";"Incomplete";"> 10 years";"Managing Director / VP";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"83";"02/10/2026";"07:30 PM";"02/10/2026";"07:35 PM";"4m 56s";"Completed";"> 10 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"2";"5";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"1";"0";"0";"0";"0";"1";"10";"9"
"84";"02/10/2026";"07:05 PM";"02/10/2026";"08:31 PM";"8m 1s";"Completed";"2–5 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"1";"0";"0";"0";"1";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"1";"2";"2";"2";"2";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"0";"1";"1";"0";"0";"0";"0";"6";"5"
"85";"02/10/2026";"06:32 PM";"02/10/2026";"06:36 PM";"3m 27s";"Completed";"> 10 years";"__other__";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"0";"0";"0";"1";"0";"0";"0";"10";"10"
"86";"02/10/2026";"06:19 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"87";"02/10/2026";"05:55 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"88";"02/10/2026";"05:46 PM";"—";"—";"—";"Incomplete";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"4";"3";"3";"3";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"89";"02/10/2026";"05:11 PM";"02/10/2026";"05:55 PM";"8m 26s";"Completed";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Not sure";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"4";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"1";"1";"0";"0";"1";"0";"8";"6"
"90";"02/10/2026";"05:01 PM";"02/10/2026";"05:07 PM";"5m 47s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"5";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"1";"1";"1";"1";"1";"1";"10";"8"
"91";"02/10/2026";"03:20 PM";"—";"—";"—";"Incomplete";"> 10 years";"QA / Test Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"5";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"92";"02/10/2026";"02:24 PM";"02/10/2026";"02:36 PM";"8m 3s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"1";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"3";"4";"4";"3";"3";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"1";"0";"0";"0";"8";"3"
"93";"02/10/2026";"02:16 PM";"—";"—";"—";"Incomplete";"6–10 years";"QA / Test Engineer";"Large enterprise (> 250 employees)";"Aerospace & Defense";"Yes";"3";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"94";"02/10/2026";"02:12 PM";"02/10/2026";"02:16 PM";"3m 15s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Not sure";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"1";"1";"1";"0";"1";"0";"0";"1";"I have theoretical knowledge and can give an informed estimate";"—";"4";"3";"4";"3";"2";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"About half the time (30–60%)";"1";"1";"0";"1";"1";"1";"1";"8";"8"
"95";"02/10/2026";"01:48 PM";"02/10/2026";"01:52 PM";"3m 45s";"Completed";"6–10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"3";"5";"4";"1";"1";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"1";"0";"0";"0";"0";"0";"0";"8";"8"
"96";"02/10/2026";"01:20 PM";"02/10/2026";"01:26 PM";"4m 58s";"Completed";"> 10 years";"Security Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"1";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"3";"5";"4";"5";"3";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"1";"1";"0";"1";"0";"3";"5"
"97";"02/10/2026";"12:27 PM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"98";"02/10/2026";"12:07 PM";"02/10/2026";"12:11 PM";"3m 49s";"Completed";"2–5 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"1";"0";"I have limited knowledge and my answers are rough estimates";"—";"2";"2";"4";"3";"4";"4";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"1";"1";"0";"0";"10";"8"
"99";"02/10/2026";"12:06 PM";"02/10/2026";"12:09 PM";"2m 38s";"Completed";"6–10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"5";"5";"2";"4";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Almost always (> 80%)";"1";"1";"1";"1";"1";"0";"1";"10";"10"
"100";"02/10/2026";"11:58 AM";"02/10/2026";"12:04 PM";"5m 36s";"Completed";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"__other__";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"3";"5";"5";"2";"2";"Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Delegative – I describe a goal and let the AI work largely autonomously";"Rarely (10–30%)";"1";"0";"1";"0";"1";"0";"0";"6";"7"
"101";"02/10/2026";"11:42 AM";"02/10/2026";"11:52 AM";"9m 27s";"Completed";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"1";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"4";"2";"1";"1";"2";"Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies)";"Delegative – I describe a goal and let the AI work largely autonomously";"Rarely (10–30%)";"1";"1";"0";"0";"0";"0";"0";"10";"10"
"102";"02/10/2026";"11:37 AM";"02/10/2026";"11:41 AM";"3m 40s";"Completed";"2–5 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"5";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"1";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"3";"4";"4";"3";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"1";"0";"0";"0";"0";"0";"8";"7"
"103";"02/10/2026";"11:35 AM";"—";"—";"—";"Incomplete";"< 2 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"104";"02/10/2026";"11:33 AM";"02/10/2026";"11:37 AM";"4m 21s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"3";"5";"5";"4";"4";"Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"0";"1";"1";"0";"1";"1";"0";"9";"8"
"105";"02/10/2026";"11:31 AM";"—";"—";"—";"Incomplete";"2–5 years";"Software Developer / Engineer";"Mid-size company (50–250 employees)";"__other__";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"106";"02/10/2026";"11:22 AM";"02/10/2026";"11:26 AM";"3m 24s";"Completed";"6–10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"3";"4";"4";"3";"4";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"1";"1";"1";"0";"1";"0";"5";"6"
"107";"02/10/2026";"11:21 AM";"02/10/2026";"11:23 AM";"1m 51s";"Completed";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Aerospace & Defense";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"4";"4";"4";"4";"4";"Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Almost always (> 80%)";"0";"0";"0";"0";"0";"1";"0";"5";"2"
"108";"02/10/2026";"11:17 AM";"02/10/2026";"11:22 AM";"4m 37s";"Completed";"6–10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Delegative – I describe a goal and let the AI work largely autonomously";"Frequently (60–80%)";"0";"0";"0";"1";"1";"1";"0";"10";"6"
"109";"02/10/2026";"11:14 AM";"02/10/2026";"11:18 AM";"3m 47s";"Completed";"6–10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Aerospace & Defense";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"3";"5";"4";"4";"4";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"1";"1";"0";"1";"1";"0";"0";"9";"8"
"110";"02/10/2026";"11:14 AM";"02/10/2026";"11:24 AM";"10m 23s";"Completed";"2–5 years";"DevOps / SRE / Platform / Cloud Engineer";"Small company  (< 50 employees)";"Health / Public Service";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"3";"4";"4";"4";"4";"Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"0";"0";"1";"1";"0";"0";"8";"10"
"111";"02/10/2026";"11:10 AM";"02/10/2026";"11:16 AM";"5m 52s";"Completed";"> 10 years";"UX/UI Designer / Researcher";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"1";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"5";"4";"5";"4";"3";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Frequently (60–80%)";"1";"0";"0";"0";"1";"0";"0";"7";"7"
